Name,Region,Type,Set,Cost,FileName,ImageURL
Nightmare's Dawn,Universal,Spell,Promo,2,ndspell.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/c8cf2601-879a-431e-96bc-fcb8abec5cc9/ndspell.jpg
Gauntlets of Colossal Power,Universal,Relic,Promo,2,gauntletsofcolpower.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/c0ff17ec-773f-4313-896c-5ba55cc1b6a0/gauntletsofcolpower.jpg
League Elder,Universal,Magi,Promo,15,leagueelder.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/bcbf8abc-03c3-4949-b24a-0917265784bd/leagueelder.jpg
Rayje's Belt,Universal,Relic,Promo,0,rayjes_belt.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/d69a74e5-4f19-40f2-aefe-7bb08dc51e7e/rayjesbelt.jpg
Ormagon,Underneath,Creature,Promo,10,ormagon.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/b54b0c6a-817c-460d-b9c9-a2f44303424b/ormagon.jpg
Grakanden,Underneath,Creature,Promo,9,grakanden.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/af802930-66a6-482d-a184-1bb50bf0308d/grakanden.jpg
Owinda's Gift,Orothe,Spell,Promo,3,owindasgift.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/a5304968-57e7-48b6-86f6-92c4ed6db6d3/owindasgift.jpg
Oranragan,Kybar's Teeth,Creature,Promo,8,KToranragan.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/a4e79252-0966-4d54-9980-430169d11c3d/KToranragan.jpg
Chogus Little,Kybar's Teeth,Creature,Promo,5,choguslittle.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/a1aeb6de-ffbf-4967-b917-6387991aeae2/choguslittle.jpg
Orwin's Ring,Naroom,Relic,Promo,0,orwinsring.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/9be52101-5b31-41eb-ba1c-aee894324bf1/orwinsring.jpg
Gia Pet,Core,Creature,Promo,9,pet.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/979ca79f-6c7c-4533-a38a-09af1c062517/pet.jpg
Bythan's Gift,Naroom,Spell,Promo,3,bythansgift.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/8f3272b7-884e-4116-8589-c165ca290c4b/bythansgift.jpg
Abwyn's Gift,Arderial,Spell,Promo,3,abwynsgift.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/8a5c1fc6-f4aa-4a44-95ac-28930dccc6cf/abwynsgift.jpg
The Dark Twins,Core,Magi,Promo,26,the_dark_twins.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/89fc24c3-82e4-47fe-80f7-e8c5ac8f1b93/the_dark_twins.jpg
Rabbage,Naroom,Creature,Promo,3,rabbage.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/7e6fface-aaf3-4a58-8fac-ec47c47d2e1d/rabbage.jpg
Tempest Hyren,Arderial,Creature,Promo,7,tempesthyren.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/7b841a11-5afb-4db6-a68a-6848ef03a98e/tempesthyren.jpg
Nagsis' Sigil,Core,Relic,Promo,0,nagsisigil.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/6f5f8dca-d1ea-49f5-ab2c-a9fbd7052a68/nagsisigil.jpg
Morag's Gift,Core,Spell,Promo,3,moragsgift.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/65f1c701-5314-4148-a925-bdb835cb1d10/moragsgift.jpg
Gorgle's Gift,Cald,Spell,Promo,3,gorgles.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/657811d3-bb89-4d6b-a64c-f51b3c07d152/gorgles.jpg
Pyte,Cald,Magi,Promo,15,pyte.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/61e746e0-aa86-46aa-a8b4-f2f4a3c585cc/pyte.jpg
Atekkia's Gift,Underneath,Spell,Promo,3,atekkiasgift.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/61ce3468-a54a-4cae-82ee-29a36469fd16/atekkiasgift.jpg
Volcano Hyren,Cald,Creature,Promo,7,volcanohyren.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/5c5a9bff-642d-45b3-be2e-1bf98a59339f/volcanohyren.jpg
Monsoon Hyren,Orothe,Creature,Promo,7,monsoonhyren.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/5b83fecc-e07c-403a-a900-64ba8a410df9/monsoonhyren.jpg
Tuku,Universal,Magi,Promo,12,tuku.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/52a67b26-ad35-43be-a681-e27c3c8d046d/tuku.jpg
Orlon's Ring,Orothe,Relic,Promo,0,orlonsring.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/51c5e8df-c7b0-4cea-85bb-a6b8e0441031/orlonsring.jpg
Ember Vard,Cald,Creature,Promo,2,embervardcald.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/4c0f21b6-a9e6-4c76-8ae4-26848856eecf/embervardcald.jpg
Shockwave,Arderial,Spell,Promo,5,shockwave.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/4b2943ce-665d-4e60-a561-730333dbae22/shockwave.jpg
Ullig's Ring,Kybar's Teeth,Relic,Promo,0,ulligsring.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/47df6c05-03db-45be-88d6-daaa5f563f83/ulligsring.jpg
Eidon,Naroom,Magi,Promo,12,Eidon.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/474965a1-2867-4476-b507-837466e4a2c4/Eidon.jpg
Inferno Xyx,Cald,Creature,Promo,6,inferno.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/45547ad5-1d0f-4b75-9d07-cc8307ccfa61/inferno.jpg
Warrior's Boots,Universal,Relic,Promo,0,Warriors_Boots.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/7a260067-93a4-4e0c-af9d-6cbf6dbd72c8/warriorsboots.jpg
Forest Hyren,Naroom,Creature,Promo,9,forest_hyren.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/a216287a-9f34-44ee-9d98-eb40a613b514/foresthyren.jpg
Kalius' Ring,Arderial,Relic,Promo,0,kaliusring.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/33c7183b-3dc6-4e74-a055-14e4805f87d4/kaliusring.jpg
Barak's Ring,Cald,Relic,Promo,0,baraks.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/2aae1d68-219d-4076-9129-a1c2154e686f/baraks.jpg
Power of the Creators,Universal,Spell,Promo,11,power_of_the_creators.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/2559b2b8-c766-41c0-aa91-ba1ac24ec44f/power_of_the_creators.jpg
Ember Vard,Arderial,Creature,Promo,2,embervardarderial.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/228a600f-e7f7-4963-a4bb-0dcef9d36344/embervardarderial.jpg
Niffer,Arderial,Magi,Promo,14,niffer.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/215699c8-0997-44ea-ae75-56cad72183bc/niffer.jpg
Voice of the Storms,Universal,Spell,Promo,2,vots.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/1f143fb4-b567-49f2-81db-9f8835d07394/vots.jpg
Elemental Shield,Universal,Spell,Promo,1,elementalshield.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/19f9dfb1-87f2-406d-90b2-3322c4e948d2/elementalshield.jpg
Chayla,Naroom,Magi,Promo,12,chayla.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/18587b22-eaf5-4397-a560-b34a01655c83/chayla.jpg
Korg,Core,Magi,Promo,19,Korg.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/17f1042c-f4d0-4599-956a-9e5971d74fae/Korg.jpg
Glade Hyren,Naroom,Creature,Promo,7,gladehyren.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/16f57297-7b2a-4499-a34b-609937cc1adf/gladehyren.jpg
Drush,Core,Creature,Promo,4,drush.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/0d5d8cd9-6d81-4c02-8a50-ee7325510f0c/Drush.jpg
Tony at a Con,Universal,Magi,Promo,12,tonyatacon.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/0f7aef51-5cdb-4689-89b1-b44783944837/tonyatacon.jpg
Empress Gia,Core,Magi,Promo,15,empress.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/0d00847f-8bdb-4d6c-b69c-b43cefab5717/empress.jpg
Monarch Hyren,Universal,Creature,Promo,9,monarch_hyren.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/0f274d6f-6c41-4d41-8616-02674ce43375/monarchyren.jpg
Rayje's Shield,Universal,Relic,Promo,2,rayjesshield.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/0af95cf9-f85c-42c4-bc26-95c4a3dd9192/rayjesshield.jpg
Coral Pyder,Orothe,Creature,Promo,2,coralpyder.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/091c6d20-2e73-469c-8328-335c282cd40f/coralpyder.jpg
Tony Jones,Universal,Magi,Promo,10,tony.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/048436cf-8995-40e8-828c-035b81741482/tony.jpg
Amara,Arderial,Magi,Traitor's Reach,13,amara_am_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/7754cd96-3f8c-49b4-a97d-89bc24174f5c/amara_am_tr.jpg
Ancient's Puzzlebox,Universal,Relic,Traitor's Reach,1,ancientspuzzlebox_ir_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/31064f19-a801-4388-8907-7162642b1a48/ancientspuzzlebox_ir_tr.jpg
Aubra's Timepiece,d’Resh,Relic,Traitor's Reach,2,aubrastimepiece_dr_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/0ad1530f-98d3-493a-91aa-0560335c8e9b/aubrastimepiece_dr_tr.jpg
Aubra's Wisdom,d’Resh,Spell,Traitor's Reach,2,aubraswisdom_ds_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/9e28c0f0-c539-44da-abe5-766bfae9c343/aubraswisdom_ds_tr.jpg
Aurorea,Nar,Magi,Traitor's Reach,9,aurorea_rm_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/496d507e-c175-4611-8317-ca091a8d3894/aurorea_rm_tr.jpg
Balder Amulet,Kybar’s Teeth,Relic,Traitor's Reach,1,baldaramulet_kr_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/4ee66d08-8fc2-49bd-83ee-ce2aef83d5ad/baldaramulet_kr_tr.jpg
Barreling Vemment,Arderial,Creature,Traitor's Reach,4,barrelingvemment_ac_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/e9284ee0-2b31-4df9-af8f-57dc4f4ef46c/barrelingvemment_ac_tr.jpg
Black Stuff,Bograth,Creature,Traitor's Reach,1,blackstuff_bc_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/644ece68-943d-4ac4-a319-2dbb440190d3/blackstuff_bc_tr.jpg
Blooming Bracelet,Naroom,Relic,Traitor's Reach,2,bloomingbracelet_nr_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/32f6d8d2-4486-45e9-9957-8620f42e833a/bloomingbracelet_nr_tr.jpg
Bone Cragnoc,Kybar’s Teeth,Creature,Traitor's Reach,8,bonecragnoc_kc_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/c92dfd8d-b35d-4ffe-9da4-a03ef6455966/bonecragnoc_kc_tr.jpg
"Bria, Relic Hunter",Orothe,Magi,Traitor's Reach,13,briarelichunter_om_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/8a99bec7-bd9c-4e3d-853c-903860b13243/briarelichunter_om_tr.jpg
"Brog, Swamp Thug",Bograth,Magi,Traitor's Reach,14,brogswampthug_bm_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/7805e524-7e55-4576-9eec-d9450be2c346/brogswampthug_bm_tr.jpg
Bulomp,Bograth,Magi,Traitor's Reach,15,bulomp_bm_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/29708590-b02e-4634-ac45-9fcc5211ad36/bulomp_bm_tr.jpg
Caldera Aq,Cald,Creature,Traitor's Reach,2,calderaaq_cc_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/65317f94-7d71-4c19-9f0c-3985cfdab436/calderaaq_cc_tr.jpg
Carillion Titan,Naroom,Creature,Traitor's Reach,9,carilliontitan_nc_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/a7d37950-f395-4f37-b61e-7fe3d5512490/carilliontitan_nc_tr.jpg
Chill Cane,Nar,Relic,Traitor's Reach,2,chillcane_rr_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/ea6bc417-b90d-4f8f-b19f-849efc620515/chillcane_rr_tr.jpg
Cinder Hyren,Cald,Creature,Traitor's Reach,5,cinderhyren_cc_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/786e83ee-08dc-4725-a5e0-5d92ef8d0b8e/cinderhyren_cc_tr.jpg
Circling Darbok,d’Resh,Creature,Traitor's Reach,5,circlingdarbok_dc_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/0b08819f-1127-4bd7-86e4-12749820e5a4/circlingdarbok_dc_tr.jpg
Collosit,Universal,Creature,Traitor's Reach,4,collosit_ic_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/5e070488-ac63-4f2a-8457-ff9c24edfd75/collosit_ic_tr.jpg
Countless Blades,Weave,Spell,Traitor's Reach,5,countlessblades_ws_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/175c2d71-b75f-4137-a0b9-d5bde75b80d3/countlessblades_ws_tr.jpg
Craw,d’Resh,Creature,Traitor's Reach,2,craw_dc_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/37be070a-ef88-4ce6-a186-21152a05498a/craw_dc_tr.jpg
Creeping Ainjer,Bograth,Creature,Traitor's Reach,2,creepingainjer_bc_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/3c4737e9-3ec0-4b24-868d-db5e3d2d7f97/creepingainjer_bc_tr.jpg
Crouching Xamf,Kybar’s Teeth,Creature,Traitor's Reach,2,crouchingxamf_kc_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/0af246fb-9a5e-41ce-81f8-a768dfa9c2a1/crouchingxamf_kc_tr.jpg
Crushing Will,Universal,Spell,Traitor's Reach,4,crushingwill_is_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/bd10dd87-bcd1-4b8c-a13b-b134a47a904d/crushingwill_is_tr.jpg
Crystal Goblet,Underneath,Relic,Traitor's Reach,1,crystalgoblet_ur_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/4f5821b7-436c-4a3c-8e9f-3c18d2cf539f/crystalgoblet_ur_tr.jpg
Crystal Hyren,Underneath,Creature,Traitor's Reach,6,crystalhyren_uc_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/0d721333-df89-45f2-b82e-6f450990f3ab/crystalhyren_uc_tr.jpg
Crystal Saris,Underneath,Creature,Traitor's Reach,4,crystalsaris_uc_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/569837ff-3e10-4559-a13a-815d022d30de/crystalsaris_uc_tr.jpg
Crystal Shield,Underneath,Spell,Traitor's Reach,2,crystalshield_us_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/95de233d-8c2d-4ad8-b33a-14d46071847e/crystalshield_us_tr.jpg
Crystal Twinklet,Underneath,Creature,Traitor's Reach,3,crystaltwinklet_uc_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/a31ec137-87a0-47e0-912d-2294cb3ac93d/crystaltwinklet_uc_tr.jpg
Dark Vellup,Core,Creature,Traitor's Reach,4,darkvellup_xc_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/7d6b2733-f18b-4387-8297-50278323b152/darkvellup_xc_tr.jpg
Disc of Inferno,Cald,Relic,Traitor's Reach,1,discofinferno_cr_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/3ce96b6e-ae38-48bb-b9f1-5eff375db3ba/discofinferno_cr_tr.jpg
Dream Catcher,d’Resh,Relic,Traitor's Reach,2,dreamcatcher_dr_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/9f164c13-11a2-4349-89b7-225250dafc83/dreamcatcher_dr_tr.jpg
Dreamthread Bracelet,Arderial,Relic,Traitor's Reach,1,dreamthreadbracelet_ar_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/fcaf1f24-6e08-4894-8489-67d28d28ef08/dreamthreadbracelet_ar_tr.jpg
Drum Solo,Paradwyn,Spell,Traitor's Reach,4,drumsolo_ps_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/9bb7220b-eff2-4c7f-95c2-2cf632aeb31c/drumsolo_ps_tr.jpg
Entrench,Underneath,Spell,Traitor's Reach,1,entrench_us_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/9efa529c-05bf-4030-af0d-db655c91f06a/entrench_us_tr.jpg
Flame Jakla,Cald,Creature,Traitor's Reach,5,flamejakla_cc_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/df616907-9fb6-4695-8228-debe9913ff8e/flamejakla_cc_tr.jpg
Flashfreeze,Nar,Spell,Traitor's Reach,3,flashfreeze_rs_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/5ae2a13b-b1d5-400c-9afd-721b405fb0f8/flashfreeze_rs_tr.jpg
Flint Staff,Kybar’s Teeth,Relic,Traitor's Reach,1,flintstaff_kr_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/6b9cbf93-ad3c-417d-b404-bdde82a61c85/flintstaff_kr_tr.jpg
Gorath Cub,Core,Creature,Traitor's Reach,3,gorathcub_xc_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/5ea78a87-4048-412d-acb3-573e2e179a11/gorathcub_xc_tr.jpg
Grapple Tooth,Kybar’s Teeth,Relic,Traitor's Reach,1,grappletooth_kr_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/b9dd1976-db31-46c9-a6fa-0b2fadcbccad/grappletooth_kr_tr.jpg
Gravity,Kybar’s Teeth,Spell,Traitor's Reach,1,gravity_ks_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/0173190c-1624-40e2-9f53-ae45e2e3b292/gravity_ks_tr.jpg
Groll the Fallen,Kybar’s Teeth,Magi,Traitor's Reach,14,grollthefallen_km_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/70bda86b-e9ab-4c8d-b042-760cac053bb5/grollthefallen_km_tr.jpg
Grotto Phrup,Orothe,Creature,Traitor's Reach,3,grottophrup_oc_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/f2797ac6-a471-429a-b1b9-8d3fa6694861/grottophrup_oc_tr.jpg
Gulg,Underneath,Magi,Traitor's Reach,14,gulg_um_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/79a8073b-fb43-4b42-a306-d668c4c5b6e7/gulg_um_tr.jpg
Hajnyn,Nar,Magi,Traitor's Reach,13,hajnyn_rm_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/17416e7c-6248-4aa7-bbed-9bea991944d6/hajnyn_rm_tr.jpg
Hapu,Universal,Creature,Traitor's Reach,3,hapu_ic_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/5eab36d2-36d1-4834-892c-dfcf31f7f1bd/hapu_ic_tr.jpg
Harvest Feast,Naroom,Spell,Traitor's Reach,3,harvestfeast_ns_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/7e4a5b6c-aeaf-45b9-90d7-a3b1608e70a1/harvestfeast_ns_tr.jpg
Haunting Visions,Core,Spell,Traitor's Reach,2,hauntingvisions_xs_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/cb8a3447-d846-4412-8dc9-c0fdd4cb6e7c/hauntingvisions_xs_tr.jpg
Horn of Renewal,Orothe,Relic,Traitor's Reach,1,hornofrenewal_or_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/b1f06bf1-1d93-4ea8-9494-48908fcf75ec/hornofrenewal_or_tr.jpg
"Iain, Commando",Paradwyn,Magi,Traitor's Reach,13,iaincommando_pm_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/f8941815-5cd9-431e-a703-c943b81836b3/iaincommando_pm_tr.jpg
Ice Vinoc,Nar,Creature,Traitor's Reach,5,icevinoc_rc_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/9837c06c-d3bd-43be-babf-9d4002ccd7e9/icevinoc_rc_tr.jpg
Icecap,Nar,Relic,Traitor's Reach,3,icecap_rr_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/a60ccd54-b314-4911-b83f-fcf643b1bfce/icecap_rr_tr.jpg
Icepack,Nar,Spell,Traitor's Reach,1,icepack_rs_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/66b4aac8-8ad0-45cc-b3c6-22a70fef614e/icepack_rs_tr.jpg
Jaim,Orothe,Magi,Traitor's Reach,15,jaim_om_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/eeef09b1-c5de-4d18-ac35-7ab12c961528/jaim_om_tr.jpg
Jakla Prowler,Cald,Creature,Traitor's Reach,2,jaklaprowler_cc_tr.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/c3dcdccd-f8a3-4f0e-bc5f-ab0e341d4872/jaklaprowler_cc_tr.jpg
